OBJECTID,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,DataTituloValAbert,ClassificacaoTdP,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,DTMNFR,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,ERT,SeloCleanSafe
4831,5045,Casas de Campo - 4 Quintas,Ângelo Lima,"CEAP-Companhia de Empreendimentos Agro-Pecuários,",CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1418342400000,NA,Não,www.4quintas.com,ceap@ceap.com.pt,Quinta da Ribeirinha,6360-110,Minhocal,"40,6801439 ; -7,34669541",Fiavel,090311,Minhocal,Celorico da Beira,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
4832,5049,Casa do Ti Latoeiro,"TAPADO DO MOURINHO- SOCIEDADE AGRÍCOLA E AGRO-TURISMO, LDA.","TAPADO DO MOURINHO- SOCIEDADE AGRÍCOLA E AGRO-TURISMO, LDA.",CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1418774400000,NA,Não,www.tapadodomourinho.pt/,tapadomourinho@gmail.com,Rua da Igreja,5160-011,Açoreira,"41,13903765 ; -7,04051004",Fiavel,040901,Açoreira,Torre de Moncorvo,Bragança,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
4833,5052,Casas da Seara,VOUGALDEIAS LDA,HERDAR HABITOS LDA,CasaDeCampo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1418688000000,NA,Não,www.vougaldeias.com,geral@vougaldeias.com,Couto de Baixo,3740-036,Couto de Esteves,"40,75284637 ; -8,30645093",Fiavel,011702,Couto de Esteves,Sever do Vouga,Aveiro,Região de Aveiro,Centro,Turismo do Centro de Portugal,Sim
4834,5055,Casas Novas da Fataca,José da Graça Lourenço Guerreiro,José da Graça Lourenço Guerreiro,CasaDeCampo,0,6,14,0,6,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1419206400000,NA,Não,,ze.guerre@gmail.com,Monte das Valinhas- Fataca,7630-580,São Teotónio,"37,59210768 ; -8,740929",Fiavel,021121,São Teotónio,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
4835,5076,Fonte Velha Saúde e Bem Estar,Parente Martins lda,Parente Martins lda,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Sim,0,Não, ,1417478400000,NA,Não,,fontevelhaturismo@gmail.com,Fonte Velha Montinho,7300-498,Portalegre,"39,31866316 ; -7,30310785",Fiavel,121412,União das freguesias de Reguengo e São Julião,Portalegre,Portalegre,Alto Alentejo,Alentejo,Turismo do Alentejo,Não
4836,5060,Casa das Anas,TULIPORIGINAL - LDA,TULIPORIGINAL - LDA,CasaDeCampo,0,2,4,0,2,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1747612800000,NA,Não,www.casadasanas.pt,jplake@gmail.com,"Rua do Rainho, n.º 227",4990-508,Anais,"41,6974533 ; -8,52015039",Fiavel,160701,Anais,Ponte de Lima,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
4837,5121,Cascata do Varosa,CERRO DA MARINA-EXPLORAÇÕES TURISTICAS E HOTELEIR,CERRO DA MARINA-EXPLORAÇÕES TURISTICAS E HOTELEIR,CasaDeCampo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1413417600000,NA,Não,www.cascatadovarosa.pt,geral@moinhosdapereira.pt,Lugar do Torno - Salzedas,3610-073,Salzedas,"41,06355641 ; -7,74532546",Fiavel,182005,Salzedas,Tarouca,Viseu,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
4838,5111,Casa Jasmim dos Poetas,MARIA HELENA DE JESUS PEREIRA DA SILVA,MARIA HELENA DE JESUS PEREIRA DA SILVA,CasaDeCampo,0,4,8,0,4,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1419984000000,NA,Não,www.casajasmimdospoetas.com,casa.jasmimdospoetas@gmail.com,"Rua Principal, Nº 63A",2350-016,Assentiz Tnv,"39,61155696 ; -8,49827292",Fiavel,141902,Assentiz,Torres Novas,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Sim
4839,5130,Casa da Burra,ATRIA GROUP - CONSULTORES LDA,ATRIA GROUP - CONSULTORES LDA,CasaDeCampo,0,1,1,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1420416000000,NA,Não,,jose.a.lopes@atria.pt,"R do Cavoico, nº 2",6290-081,Folgosinho,"40,509631 ; -7,5138",Fiavel,090605,Folgosinho,Gouveia,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
4840,5171,À Espera no Monte,MERECIDO DESCANSO LDA,MERECIDO DESCANSO LDA,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1419811200000,NA,Não,,eva.mendes@ilimitadapub.com,"Courela das Macieiras  - Monte da Caveira, Melides",7570-454,Melides,"38,15933373 ; -8,72879013",Fiavel,150503,Melides,Grândola,Setúbal,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
4841,5993,Casa da Figueira do Vale,"Figueira do Vale, Unipessoal Lda.","Figueira do Vale, Unipessoal Lda.",CasaDeCampo,0,0,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1419897600000,NA,Não,,luis.fonseca.costa@gmail.com,Urgueira,3300-370,São Martinho da Cortiça,"40,263696 ; -8,110184",PoucoFiavel,060114,São Martinho da Cortiça,Arganil,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Não
4842,5072,Trebinatur Lda.,Trebinatur Lda.,Trebinatur Lda.,CasaDeCampo,0,9,18,1,8,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1399939200000,NA,Não,,Manueltmarques@hotmail.com,Trebilhadouro-Rôge,3730-309,Vale de Cambra,"40,8675898 ; -8,3412257",Fiavel,011907,Roge,Vale de Cambra,Aveiro,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
4843,476,Casas de Romaria - Confraria de Cabrela,MARIA DO ROSARIO MEALHA MATEUS MENDONÇA,MARIA DO ROSARIO MEALHA MATEUS MENDONÇA,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,30,Não, ,1211155200000,NA,Não,www.casasderomaria.com,geral@casasderomaria.com,"Rua do MFA, N.º 30",7490-022,Brotas,"38,87166218 ; -8,15333772",Fiavel,070701,Brotas,Mora,Évora,Alentejo Central,Alentejo,Turismo do Alentejo,Sim
4844,477,Casas de Romaria - Confraria de Palmela,Câmara Municipal de Mora,MARIA DO ROSARIO MEALHA MATEUS MENDONÇA,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1211155200000,NA,Não,www.casasderomaria.com,geral@casasderomaria.com,Rua da Igreja n.º 55,7490-017,Brotas,"38,87038622 ; -8,15352305",Fiavel,070701,Brotas,Mora,Évora,Alentejo Central,Alentejo,Turismo do Alentejo,Sim
4845,478,Casas de Romaria - Confraria de Lavre,Câmara Municipal de Mora,MARIA DO ROSARIO MEALHA MATEUS MENDONÇA,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1211155200000,NA,Não,www.casasderomaria.com,geral@casasderomaria.com,Rua da Igreja n.º 45,7490-017,Brotas,"38,87051978 ; -8,15354229",Fiavel,070701,Brotas,Mora,Évora,Alentejo Central,Alentejo,Turismo do Alentejo,Sim
4846,479,Casas de Romaria - Confraria de Setúbal,Câmara Municipal de Mora,MARIA DO ROSARIO MEALHA MATEUS MENDONÇA,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1211155200000,NA,Não,www.casasderomaria.com,geral@casasderomaria.com,Rua da Igreja n.º 39,7490-017,Brotas,"38,87078682 ; -8,15349287",Fiavel,070701,Brotas,Mora,Évora,Alentejo Central,Alentejo,Turismo do Alentejo,Sim
4847,480,Casas de Romaria - Confraria de Mora,Câmara Municipal de Mora,MARIA DO ROSARIO MEALHA MATEUS MENDONÇA,CasaDeCampo,0,3,5,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1211155200000,NA,Não,www.casasderomaria.com,geral@casasderomaria.com,Rua da Igreja n.º 42,7490-017,Brotas,"38,87087774 ; -8,15358087",Fiavel,070701,Brotas,Mora,Évora,Alentejo Central,Alentejo,Turismo do Alentejo,Sim
4848,5124,Nômade,GALAXIA DO GIRASSOL LDA,"NÔMADE MELIDES, UNIPESSOAL LDA",CasaDeCampo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1419206400000,NA,Não,www.nomadeauberge.com,contact@nomadeauberge.com,"Cerca do Barranco s/n, Melides",7570-512,Melides,"38,16903387 ; -8,69091988",Fiavel,150503,Melides,Grândola,Setúbal,Alentejo Litoral,Alentejo,Turismo do Alentejo,Sim
4849,3116,Casa da Fonte da Tornada,Maria Rodrigues Ribeiro Lopes,SANDRA ISABEL RIBEIRO LOPES,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1197504000000,NA,Não,www.center.pt,casasdabia@gmail.com,Lugar do Castelo - Lindoso,4980-451,Lindoso,"41,86417909 ; -8,20011379",Fiavel,160612,Lindoso,Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Sim
4850,3117,Casa do Moinho,Maria Rodrigues Ribeiro Lopes,SANDRA ISABEL RIBEIRO LOPES,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1197504000000,NA,Não,www.center.pt,casasdabia@gmail.com,Lugar do Castelo - Lindoso,4980-451,Lindoso,"41,86410299 ; -8,19982452",Fiavel,160612,Lindoso,Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Sim
4851,5482,Casa da Bouça de Baixo,JOSE MARIA NAZARETH PINHEIRO DA FIGUEIRA MACHADO,JOSE MARIA NAZARETH PINHEIRO DA FIGUEIRA MACHADO,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1429488000000,NA,Não,,lpmariajose@gmail.com,Casa da Bouça Rua de Pindela nº 893,4770-130,Cruz,"41,40747 ; -8,51701",PoucoFiavel,031250,União das freguesias de Antas e Abade de Vermoim,Vila Nova de Famalicão,Braga,Ave,Norte,Turismo do Porto e Norte de Portugal,Não
4852,3291,Monte do Peral,JOSEPHUS & MARIANNE PROPRIEDADES LDA,FUNDAÇÃO DE ASSISTENCIA MEDICA INTERNACIONAL,CasaDeCampo,0,11,22,11,0,0,0,0,NaoIntegra,,Não,Sim,1,Não, ,1303084800000,NA,Não,www.montedoperal.com,info@montedoperal.com,Rua do Calvário,7250-282,Capelins,"38,53209247 ; -7,35378351",Fiavel,070104,Capelins (Santo António),Alandroal,Évora,Alentejo Central,Alentejo,Turismo do Alentejo,Sim
4853,5122,Monte Horizonte 1,BERT SNIJDER,BERT SNIJDER,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1338854400000,NA,Não,montehorizonte.com,rentals@montehorizonte.com,"Herdade do Seixinal, Cx Postal 3576, Aldeia dos Chãos",7540-060,Santiago do Cacém,"37,97015705 ; -8,69304791",Fiavel,150912,"União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra",Santiago do Cacém,Setúbal,Alentejo Litoral,Alentejo,Turismo do Alentejo,Sim
4854,5090,"Tons da Terra, Casa de Campo & SPA",SUBERISTUR TURISMO E LAZER UNIPESSOAL LDA,SUBERISTUR TURISMO E LAZER UNIPESSOAL LDA,CasaDeCampo,0,12,24,0,12,0,0,0,NaoIntegra,,Não,Não,0,Sim, ,1625529600000,NA,Não,www.tonsdaterra.com,geral@tonsdaterra.com,"Monte do Regato, Foros dos Cadouços, União das Freguesias de São Domingos e Vale de Água",7540-415,São Domingos,"37,885275 ; -8,54950228",Fiavel,150914,São Domingos,Santiago do Cacém,Setúbal,Alentejo Litoral,Alentejo,Turismo do Alentejo,Sim
4855,5094,Casas da Moagem,Luis Vilhena,"Casas da Moagem, Turismo Rural Lda",CasaDeCampo,0,9,18,4,5,0,0,0,NaoIntegra,,Não,Sim,50,Não, ,1418342400000,NA,Sim,www.casasdamoagem.pt,casasdamoagem@gmail.com,Rua 1º de Maio 42,7540-415,São Domingos,"37,93006481 ; -8,53801782",Fiavel,150914,São Domingos,Santiago do Cacém,Setúbal,Alentejo Litoral,Alentejo,Turismo do Alentejo,Sim
4856,5106,Monte da Ameira,Vivapaz Turismo Rural Unipessoal LDA,Vivapaz Turismo Rural Unipessoal LDA,CasaDeCampo,0,8,16,8,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1421366400000,NA,Não,https://www.monte-ameira.com,info@monte-ameira.com,"Monte da Ameira, CP 4010, Roncão",7540-515,São Francisco da Serra,"38,06635539 ; -8,61767317",Fiavel,150910,São Francisco da Serra,Santiago do Cacém,Setúbal,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
4857,5273,Casa do Rancho - Turismo Rural,ANIBAL DE ALMEIDA FERNANDES,ANIBAL DE ALMEIDA FERNANDES,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1341964800000,NA,Não,www.casadorancho.com,geral@casadorancho.com,Rua Nossa Senhora da Boa Viagem n.º 766 Paranhos Amares,4720-551,Paranhos Amr,"41,67494523 ; -8,34016293",Fiavel,030126,"União das freguesias de Caldelas, Sequeiros e Paranhos",Amares,Braga,Cávado,Norte,Turismo do Porto e Norte de Portugal,Não
4858,3836,Quinta Monte da Rocha,LUIS MANUEL GUERREIRO MARTINS,LUIS MANUEL GUERREIRO MARTINS,CasaDeCampo,0,8,16,8,0,0,0,0,NaoIntegra,,Não,Sim,10,Não, ,1270598400000,NA,Não,www:quintamontedarocha.com,quintamontedarocha@gmail.com,Estrada das Vendas Novas nº 40,8100-399,Tôr,"37,20121616 ; -8,03064912",Fiavel,080815,Tôr,Loulé,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
4859,5104,Casa de S. Marcos,MARIA MANUELA DE CASTRO,MARIA MANUELA DE CASTRO,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1419897600000,NA,Não,,carlos.cortesgomes@hotmail.com,Lugar da Barqueira de Cima,4960-010,Alvaredo,"42,10135285 ; -8,29696146",Fiavel,160301,Alvaredo,Melgaço,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Sim
4860,5105,Casa da Costa,MANUEL JOAQUIM DOMINGUES,MANUEL JOAQUIM DOMINGUES,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1419206400000,NA,Não,,anjosdomingues@gmail.com,Lugar da Costa - Cubalhão,4960-140,Cubalhão,"42,0560961890808 ; -8,2426176392641",Fiavel,160321,União das freguesias de Parada do Monte e Cubalhão,Melgaço,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
4861,1249,Horta da Coutada,HORTA DA COUTADA - TURISMO RURAL UNIPESSOAL LDA,HORTA DA COUTADA - TURISMO RURAL UNIPESSOAL LDA,CasaDeCampo,0,15,30,15,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1596153600000,NA,Sim,www.hortadacoutada.com,hortadacoutada@gmail.com,"Horta da Coutada, Ferragudo Monsaraz",7200-175,Monsaraz,"38,45191251 ; -7,37150022",Fiavel,071103,Monsaraz,Reguengos de Monsaraz,Évora,Alentejo Central,Alentejo,Turismo do Alentejo,Sim
4862,5129,Campus Natura,Maria Manuela Marques de Jesus,Costumes D´Aldeia Ldª,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1421366400000,NA,Não,www.campusnatura.pt,m.manuelamarques75@gmail.com,68 Rua de Baixo - Alqueve,3300-252,Folques,"40,23623838 ; -7,98598074",Fiavel,060109,Folques,Arganil,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Não
4863,5108,Train Spot,Maria Eduarda G F Correia,"Train Spot Unipessoal, Lda",CasaDeCampo,0,9,17,9,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1377734400000,NA,Não,www.trainspot.pt,info@trainspot.pt,Largo da Alfandega,7330-012,Beirã,"39,44903643 ; -7,36870335",Fiavel,121001,Beirã,Marvão,Portalegre,Alto Alentejo,Alentejo,Turismo do Alentejo,Sim
4864,5194,Casa Dr. Inês,António Agostinho Daniel Luis,António Agostinho Daniel Luis,CasaDeCampo,0,2,3,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1421712000000,NA,Não,,casadapalheira@sapo.pt,"Rua Dr. José Inês Louro, n.º 20",6290-051,Arcozelo Gva,"40,542382 ; -7,625529",Fiavel,090602,Arcozelo,Gouveia,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
4865,5137,Leiturismo,Luís Filipe Gama Proença Veríssimo dos Santos,Luís Filipe Gama Proença Veríssimo dos Santos,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1422576000000,NA,Não,www.leiturismo.com,lverissimo1@gmail.com,"Rua da Ladeira, nº 5, Sobral do Campo",6000-730,Sobral do Campo,"39,9974819 ; -7,5647163",Fiavel,050237,Sobral do Campo,Castelo Branco,Castelo Branco,Beira Baixa,Centro,Turismo do Centro de Portugal,Não
4866,5113,Casas do Aidro,CASAS DO AIDRO UNIPESSOAL LDA,CASAS DO AIDRO UNIPESSOAL LDA,CasaDeCampo,0,5,13,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1389571200000,NA,Não,www.casasdoaidro.com,geral@casasdoaidro.com,Largo do Adro,6420-402,Freches,"40,73147254 ; -7,34605632",Fiavel,091330,União das freguesias de Freches e Torres,Trancoso,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
4867,5123,Rilhadas - Casas dos Moinhos 1,RILHADAS SOC. COMERCIAL E AGRICOLA SA,RILHADAS SOC. COMERCIAL E AGRICOLA SA,CasaDeCampo,0,12,24,12,0,0,0,0,NaoIntegra,,Sim,Sim,250,Não, ,1418688000000,NA,Não,www.rilhadas.com,rilhadas@rilhadas.com,Rua dos Moinhos,4820-020,Cepães,"41,42883024 ; -8,21093789",Fiavel,030741,União de freguesias de Cepães e Fareja,Fafe,Braga,Ave,Norte,Turismo do Porto e Norte de Portugal,Não
4868,5333,Casas de Campo Beijós - Olival e Mirtilos,João Manuel Coelho Lopes,ROTINAS NECESSARIAS LDA,CasaDeCampo,0,8,16,8,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1418342400000,NA,Não,,rotinas.necessarias@gmail.com,"Lugar de Fraga ou Fragas, Beijós",3430-516,Beijós,"40,5127125 ; -7,95730553",PoucoFiavel,180201,Beijós,Carregal do Sal,Viseu,Viseu Dão Lafões,Centro,Turismo do Centro de Portugal,Sim
4869,5391,Casa de campo Cascata,João Manuel Coelho Lopes,RITMOS EM CASCATA UNIPESSOAL LDA,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1418342400000,NA,Não,,ritmos.cascata@gmail.com,Lugar de Fraga,3430-516,Beijós,"40,51287027 ; -7,95698075",Fiavel,180201,Beijós,Carregal do Sal,Viseu,Viseu Dão Lafões,Centro,Turismo do Centro de Portugal,Não
4870,5283,Monte da Ameixa Country House,BD AMEIXA - AGRO TURISMO LDA,BD AMEIXA - AGRO TURISMO LDA,CasaDeCampo,0,7,14,7,0,0,0,0,NaoIntegra,,Não,Sim,20,Não, ,1423440000000,NA,Não,,bd.ameixa@gmail.com,Monte da Ameixa Apartado 98,7780-258,Castro Verde,"37,6460222 ; -8,12890865",Fiavel,020606,União das freguesias de Castro Verde e Casével,Castro Verde,Beja,Baixo Alentejo,Alentejo,Turismo do Alentejo,Sim
4871,5168,Quinta do Tempo,Laura Duarte,PERFEITA CONCLUSÃO - UNIPESSOAL LDA,CasaDeCampo,0,3,7,0,3,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1423612800000,NA,Não,,perfeitaconclusao@gmail.com,Sitio da Nave,8550-319,Monchique,"37,29911735 ; -8,57072017",Fiavel,080903,Monchique,Monchique,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
4872,727,A Casinha,Jose Antonio Milheiriço Correia y Alberty,"Sociedade Agrícola Godinho & Alberty, Lda.",CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1271721600000,NA,Sim,www.quintadecoalhos.pt,quintadecoalhos@alberty.pt,Quinta de Coalhos    Est Nac 118   Coalhos,2205-306,Pego,"39,45617215 ; -8,16967449",Fiavel,140107,Pego,Abrantes,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Sim
4873,5135,Rilhadas - Casas dos Moinhos 2,RILHADAS SOC COMERCIAL E AGRICOLA SA,RILHADAS SOC COMERCIAL E AGRICOLA SA,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Sim,Sim,250,Não, ,1418688000000,NA,Não,www.rilhadas.com,rilhadas@rilhadas.com,Rua dos Moinhos,4820-020,Cepães,"41,42909609 ; -8,21114464",Fiavel,030741,União de freguesias de Cepães e Fareja,Fafe,Braga,Ave,Norte,Turismo do Porto e Norte de Portugal,Não
4874,5160,Cerdeira - Casa das 4 cores,COLQUIDA LDA,SOULCRAFT LDA,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,20,Não, ,1423699200000,NA,Não,www.cerdeirahomeforcreativity.com,reservas@cerdeirahomeforcreativity.com,Lugar da Cerdeira,3200-509,Cerdeira,"40,09366555 ; -8,19466227",PoucoFiavel,060709,Lousã,Lousã,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Sim
4875,5161,Cerdeira - Casa da Varanda,COLQUIDA LDA,SOULCRAFT LDA,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,20,Não, ,1423699200000,NA,Não,www.cerdeirahomeforcreativity.com,reservas@cerdeirahomeforcreativity.com,Lugar da Cerdeira,3200-509,Cerdeira,"40,09385808 ; -8,1944887",Fiavel,060709,Lousã,Lousã,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Sim
4876,5162,Cerdeira - Casa da Janela,COLQUIDA LDA,SOULCRAFT LDA,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,20,Não, ,1423699200000,NA,Não,www.cerdeirahomeforcreativity.com,reservas@cerdeirahomeforcreativity.com,Lugar da Cerdeira,3200-509,Cerdeira,"40,09352431 ; -8,19468531",Fiavel,060709,Lousã,Lousã,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Sim
4877,5164,Casa de Guribanes,Carla Cristina Anselmo Esteves,Carla Cristina Anselmo Esteves,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1422489600000,NA,Não,,ccesteves_05@hotmail.com,"Guribanes, S/N",5370-172,Mascarenhas,"41,57490105 ; -7,16502539",Fiavel,040720,Mascarenhas,Mirandela,Bragança,Terras de Trás-os-Montes,Norte,Turismo do Porto e Norte de Portugal,Não
4878,5154,O Pátio do Judeu,SARA RIBEIRO CAROLINO,SARA RIBEIRO CAROLINO,CasaDeCampo,0,6,12,3,3,0,0,0,NaoIntegra,,Não,Sim,30,Não, ,1743379200000,NA,Não,www.patiodojudeu.pt,patiodojudeu@gmail.com,"Rua Principal EN 362 nº11, Valverde - Alcanede",2025-201,Alcanede,"39,45997737 ; -8,85737137",Fiavel,141604,Alcanede,Santarém,Santarém,Lezíria do Tejo,Oeste e Vale do Tejo,Turismo do Alentejo,Não
4879,5190,Casas do Favacal,António Domingos Aires,"A. D. AIRES, LDA",CasaDeCampo,0,2,3,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1420761600000,NA,Não,casasdofavacal,casasdofavacal@gmail.com,Favacal,3230-017,Cumeeira,"39,97304572 ; -8,3358473",Fiavel,061401,Cumeeira,Penela,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Não
4880,5696,Casas do Vale do Ninho 1,PEDRO JOSE DE SOUSA BRILHANTE PEDROSA,"Pedro Pedrosa Unipessoal, lda",CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1329177600000,NA,Não,www.vn-nature.com,enjoy@vn-nature.com,"Vale do Ninho, Ferraria de São João",3230-018,Cumeeira,"39,97375 ; -8,32643889",PoucoFiavel,061401,Cumeeira,Penela,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Não
4882,3887,Casa Real Danaia,MANUEL DO REAL DANAIA,MANUEL DO REAL DANAIA,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1227830400000,NA,Não,,geral@adere-pg.pt,Lugar de Cima - Germil,4980-330,Germil Ptb,"41,783207 ; -8,26528862",Fiavel,160627,"União das freguesias de Entre Ambos-os-Rios, Ermida e Germil",Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
4883,5177,Casa Alchaiat,FRANCISCO NARCISO RAMOS BALTAZAR,FRANCISCO NARCISO RAMOS BALTAZAR,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1423785600000,NA,Não,,francisconrbaltazar@sapo.pt,Rua Direita nº 116,6320-081,Alfaiates,"40,39203459 ; -6,91396641",Fiavel,091107,Alfaiates,Sabugal,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
4884,5178,Casa do Carvalho,RITMO OUTONAL - UNIPESSOAL LDA,RITMO OUTONAL - UNIPESSOAL LDA,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1421020800000,NA,Não,,nunoalves78@gmail.com,Branda da Aveleria,4960-160,Gave,"41,9938656 ; -8,28107503",Fiavel,160308,Gave,Melgaço,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
4885,5073,Quinta dos Tesouros,"Mais Além - Turismo no Espaço Rural, Unipessoal, Lda.","Mais Além - Turismo no Espaço Rural, Unipessoal, Lda.",CasaDeCampo,0,10,20,10,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1419984000000,NA,Não,,reservas.quintadostesouros@gmail.com,Tesoureiro,8150-061,São Brás de Alportel,"37,16928398 ; -7,9020021",Fiavel,081201,São Brás de Alportel,São Brás de Alportel,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
4886,5180,Quinta do Ribeiro Tanquinhos,João António Parracho Fernandes,REGATO FERTIL - TURISMO EM ESPAÇO RURAL UNIPESSOA,CasaDeCampo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1421280000000,NA,Não,,joaoparracho57@hotmail.com,Rua Casal da Quitéria,2260-305,Tancos,"39,46253962 ; -8,40193992",Fiavel,142003,Tancos,Vila Nova da Barquinha,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Sim
